iso3,year,population,region,gdp_pc_ppp,gdp_pc_growth_5y_pct,gdp_growth_pct,gdp_growth_3y_avg_pct,urban_pct,urban_pct_change_5y,gfcf_pct_gdp,gfcf_pct_gdp_change_3y,coal_prod_kwh_per_capita,res_copper,res_ironore,res_gold,copper_ratio_lag1,ironore_ratio_lag1,coal_ratio_lag1,gold_ratio_lag1,copper_ratio_change_3y
VNM,2009,86460023.0,アジア,6914.33864,4.98632,5.3979,6.06306,29.75813,2.95603,33.85713,2.49316,3320.29752,0,0,0,1.02497,1.39302,1.55668,0.80693,0.38929
VNM,2010,87455148.0,アジア,7274.73311,4.7207,6.42324,5.82764,30.2504,2.82181,35.15969,0.05278,3338.88864,0,0,0,0.80904,0.76125,0.93829,0.96013,-0.32368
VNM,2011,88468315.0,アジア,7652.61896,4.64562,6.41317,6.0781,30.6996,2.65378,30.56941,-1.23579,3431.39801,0,0,0,1.14181,1.33976,1.24685,1.16567,0.01152
VNM,2012,89510355.0,アジア,7979.86829,4.45082,5.50454,6.11365,31.12228,2.47664,28.65273,-5.2044,3061.9921,0,0,0,1.20469,1.38751,1.37783,1.34456,0.17972
VNM,2013,90573103.0,アジア,8324.19871,4.56466,5.55351,5.82374,31.53342,2.31359,28.30278,-6.8569,2952.7861,0,0,0,1.09453,1.07071,1.10076,1.44162,0.28549
VNM,2014,91679582.0,アジア,8751.88281,4.82628,6.42224,5.82677,31.94803,2.18989,28.4047,-2.1647,2918.71968,0,0,0,1.0124,1.13223,0.96977,1.22371,-0.12941
VNM,2015,92823254.0,アジア,9248.02396,4.91712,6.98715,6.32097,32.38109,2.13069,30.17673,1.52399,2923.30842,0,0,0,0.96072,0.82277,0.81612,1.11238,-0.24397
VNM,2016,94000115.0,アジア,9743.18822,4.94897,6.69001,6.6998,32.84762,2.14801,29.89386,1.59107,2683.77331,0,0,0,0.85313,0.52433,0.75819,1.12856,-0.24139
VNM,2017,95176978.0,アジア,10290.54871,5.21764,6.94019,6.87245,33.3626,2.24032,30.54476,2.14006,2628.28265,0,0,0,0.78449,0.57025,0.88539,1.26368,-0.22791
VNM,2018,96237319.0,アジア,10936.89379,5.61128,7.46501,7.03174,33.94102,2.4076,30.34149,0.16477,2868.32596,0,0,0,0.96103,0.67769,1.1461,1.23037,0.0003
VNM,2019,97173778.0,アジア,11628.61391,5.84864,7.35926,7.25482,34.62391,2.67589,30.36257,0.46871,3108.97658,0,0,0,0.97148,0.62902,1.32368,1.18565,0.11835
VNM,2020,98079196.0,アジア,11851.39657,5.08582,2.86541,5.89656,35.57067,3.18957,30.27782,-0.26695,2961.5047,0,0,0,0.91557,0.86593,0.98615,1.33219,0.13108
VNM,2021,98935101.0,アジア,12048.90199,4.33963,2.55373,4.25947,36.65407,3.80645,31.03486,0.69336,3180.59007,0,0,0,0.95557,1.02204,0.78212,1.72043,-0.00546
VNM,2022,99680656.0,アジア,12979.7639,4.7528,8.5375,4.65221,37.54785,4.18526,30.56584,0.20327,3257.36219,0,0,0,1.29046,1.35721,1.58942,1.56532,0.31898
VNM,2023,100352189.0,アジア,13534.79978,4.35459,4.97866,5.35663,38.12989,4.18887,30.1293,-0.14852,3067.07809,0,0,0,1.13832,0.94858,3.69899,1.45875,0.22275
VNM,2024,100987685.0,アジア,14396.42174,4.3627,7.03955,6.8519,38.49007,3.86616,29.04295,-1.9919,2826.57237,0,0,0,1.12756,0.97062,1.9068,1.62052,0.17199
VNM,2025,101598530.0,アジア,15457.34994,5.45644,8.01883,6.67901,38.82992,3.25925,29.2055,-1.36034,2809.57805,0,0,0,1.20363,0.87236,1.48992,1.97355,-0.08683
PHL,2006,89508992.0,アジア,5578.57225,3.14498,5.31642,5.60938,41.83086,2.29334,18.71891,0.09064,186.9868,1,0,1,0.63568,0.68044,0.68388,0.48244,0.32337
PHL,2007,91075180.0,アジア,5840.0681,3.75736,6.51929,5.59274,42.34705,2.39166,18.87399,0.32939,265.36319,1,0,1,1.13271,0.70799,0.68766,0.63945,0.79404
PHL,2008,92699091.0,アジア,5987.03758,3.65485,4.34449,5.3934,43.15475,2.7619,19.08392,0.9024,277.45687,1,0,1,1.13029,1.18365,0.86776,0.69464,0.61962
PHL,2009,94384256.0,アジア,5965.30731,2.66806,1.44832,4.10403,44.33568,3.48497,18.61542,-0.1035,354.65661,1,0,1,1.02497,1.39302,1.55668,0.80693,0.38929
PHL,2010,96337127.0,アジア,6273.03928,3.093,7.3345,4.37577,45.52082,4.19105,20.40214,1.52815,492.53078,1,0,1,0.80904,0.76125,0.93829,0.96013,-0.32368
PHL,2011,98248614.0,アジア,6388.31297,2.74782,3.85823,4.21369,46.68336,4.85251,18.96664,-0.11728,500.98417,1,0,1,1.14181,1.33976,1.24685,1.16567,0.01152
PHL,2012,100175511.0,アジア,6697.55621,2.77789,6.89695,6.02989,47.91828,5.57123,19.93006,1.31465,526.33622,1,0,1,1.20469,1.38751,1.37783,1.34456,0.17972
PHL,2013,102076334.0,アジア,7016.53846,3.22436,6.75053,5.83524,49.13137,5.97662,20.78301,0.38088,456.35456,1,0,1,1.09453,1.07071,1.10076,1.44162,0.28549
PHL,2014,103767127.0,アジア,7340.36159,4.23581,6.34799,6.66516,50.23924,5.90356,20.86217,1.89553,524.70374,1,0,1,1.0124,1.13223,0.96977,1.22371,-0.12941
PHL,2015,105312988.0,アジア,7691.76309,4.16206,6.34831,6.48228,51.1549,5.63409,22.23164,2.30158,501.89441,1,0,1,0.96072,0.82277,0.81612,1.11238,-0.24397
PHL,2016,106735721.0,アジア,8131.82538,4.94467,7.14946,6.61525,51.91147,5.22811,24.99662,4.21361,732.35089,1,0,1,0.85313,0.52433,0.75819,1.12856,-0.24139
PHL,2017,108119691.0,アジア,8584.13623,5.08871,6.93099,6.80958,52.60105,4.68277,25.64293,4.78075,722.97654,1,0,1,0.78449,0.57025,0.88539,1.26368,-0.22791
PHL,2018,109465284.0,アジア,9016.2866,5.14314,6.34149,6.80731,53.20889,4.07752,27.2833,5.05166,714.08941,1,0,1,0.96103,0.67769,1.1461,1.23037,0.0003
PHL,2019,110804685.0,アジア,9452.29397,5.18746,6.11853,6.46367,53.71579,3.47655,27.15513,2.1585,705.45754,1,0,1,0.97148,0.62902,1.32368,1.18565,0.11835
PHL,2020,112081270.0,アジア,8455.18457,1.91062,-9.51829,0.98057,54.10777,2.95287,21.30226,-4.34067,697.4225,1,0,1,0.91557,0.86593,0.98615,1.33219,0.13108
PHL,2021,113100947.0,アジア,8857.78995,1.72495,5.71473,0.77165,54.45041,2.53894,22.27928,-5.00402,691.1348,1,0,1,0.95557,1.02204,0.78212,1.72043,-0.00546
PHL,2022,113964343.0,アジア,9457.10395,1.95589,7.58098,1.25914,54.79023,2.18919,23.34597,-3.80916,685.89875,1,0,1,1.29046,1.35721,1.58942,1.56532,0.31898
PHL,2023,114891199.0,アジア,9898.53295,1.88462,5.51895,6.27155,55.12427,1.91538,23.63451,2.33224,680.36543,1,0,1,1.13832,0.94858,3.69899,1.45875,0.22275
PHL,2024,115843663.0,アジア,10378.17177,1.88652,5.71475,6.27156,55.4521,1.73631,23.55786,1.27858,674.77148,1,0,1,1.12756,0.97062,1.9068,1.62052,0.17199
PHL,2025,116786960.0,アジア,10747.54544,4.91492,4.4024,5.21203,55.77329,1.66552,22.73648,-0.60949,669.3213,1,0,1,1.20363,0.87236,1.48992,1.97355,-0.08683
AUS,2006,20590566.0,オセアニア,50693.72486,2.21761,2.77093,3.38178,85.74925,0.60115,27.74129,1.73426,124175.36264,1,3,2,0.63568,0.68044,0.68388,0.48244,0.32337
AUS,2007,20954545.0,オセアニア,51663.2404,2.04566,3.78947,3.23863,85.89685,0.61264,27.34718,0.75911,126027.79015,1,3,2,1.13271,0.70799,0.68766,0.63945,0.79404
AUS,2008,21370595.0,オセアニア,52473.38192,1.97664,3.62399,3.39479,86.02538,0.61567,28.14941,1.18178,127306.75023,1,3,2,1.13029,1.18365,0.86776,0.69464,0.61962
AUS,2009,21783014.0,オセアニア,52407.91154,1.3285,1.95485,3.12277,86.12781,0.60905,27.51299,-0.2283,129588.77041,1,3,2,1.02497,1.39302,1.55668,0.80693,0.38929
AUS,2010,22141583.0,オセアニア,52739.26816,1.07364,2.21005,2.59629,86.21986,0.60077,26.94614,-0.40104,131643.25243,1,3,2,0.80904,0.76125,0.93829,0.96013,-0.32368
AUS,2011,22479779.0,オセアニア,53257.04732,0.99144,2.39473,2.18654,86.32689,0.57764,25.94329,-2.20612,126816.77164,1,3,2,1.14181,1.33976,1.24685,1.16567,0.01152
AUS,2012,22852648.0,オセアニア,54403.88369,1.03914,3.95247,2.85242,86.44513,0.54827,27.31759,-0.1954,135297.62503,1,3,2,1.20469,1.38751,1.37783,1.34456,0.17972
AUS,2013,23236271.0,オセアニア,54895.00526,0.90641,2.65445,3.00055,86.57405,0.54867,27.72864,0.7825,143041.1532,1,3,2,1.09453,1.07071,1.10076,1.44162,0.28549
AUS,2014,23595599.0,オセアニア,55489.06884,1.14912,2.60119,3.06937,86.72213,0.59432,26.75823,0.81494,150852.24156,1,3,2,1.0124,1.13223,0.96977,1.22371,-0.12941
AUS,2015,23947997.0,オセアニア,55879.99588,1.16364,2.16435,2.47333,86.87786,0.658,26.11138,-1.20621,148476.00824,1,3,2,0.96072,0.82277,0.81612,1.11238,-0.24397
AUS,2016,24329963.0,オセアニア,56529.95182,1.19995,2.75564,2.50706,87.01663,0.68973,25.2841,-2.44454,146447.24285,1,3,2,0.85313,0.52433,0.75819,1.12856,-0.24139
AUS,2017,24731044.0,オセアニア,56881.85699,0.8948,2.29331,2.40443,87.12809,0.68297,23.97443,-2.78381,140443.44428,1,3,2,0.78449,0.57025,0.88539,1.26368,-0.22791
AUS,2018,25119700.0,オセアニア,57647.84551,0.98341,2.87417,2.64104,87.22677,0.65272,24.38639,-1.72499,144762.07916,1,3,2,0.96103,0.67769,1.1461,1.23037,0.0003
AUS,2019,25482714.0,オセアニア,58048.61884,0.90598,2.19402,2.45383,87.30196,0.57984,23.32199,-1.96212,143643.80497,1,3,2,0.97148,0.62902,1.32368,1.18565,0.11835
AUS,2020,25743787.0,オセアニア,57260.46505,0.48927,-0.13353,1.64489,87.27135,0.39348,22.72794,-1.24649,129801.88191,1,3,2,0.91557,0.86593,0.98615,1.33219,0.13108
AUS,2021,25956417.0,オセアニア,58327.41468,0.628,2.00695,1.35581,87.23534,0.21871,22.58263,-1.80376,131097.71661,1,3,2,0.95557,1.02204,0.78212,1.72043,-0.00546
AUS,2022,26200987.0,オセアニア,60029.13292,1.08289,4.25305,2.04215,87.33433,0.20623,23.11569,-0.2063,123906.97343,1,3,2,1.29046,1.35721,1.58942,1.56532,0.31898
AUS,2023,26451126.0,オセアニア,60684.95962,1.03215,3.58382,3.28127,87.4867,0.25993,23.19325,0.46531,123338.6057,1,3,2,1.13832,0.94858,3.69899,1.45875,0.22275
AUS,2024,26713206.0,オセアニア,60309.58318,0.76713,1.37341,3.07009,87.60215,0.30018,24.09198,1.50935,122882.06814,1,3,2,1.12756,0.97062,1.9068,1.62052,0.17199
AUS,2025,26974024.0,オセアニア,60194.06335,1.00428,1.3504,2.10254,87.71927,0.44792,24.32872,1.21303,121693.89335,1,3,2,1.20363,0.87236,1.48992,1.97355,-0.08683
TUR,2006,70045351.0,中近東,18972.00896,6.46186,7.06763,8.70154,64.28739,4.41514,29.04253,8.09811,2185.02724,0,0,1,0.63568,0.68044,0.68388,0.48244,0.32337
TUR,2007,70750593.0,中近東,19909.08352,6.41718,5.10819,7.0958,65.33896,4.60043,28.50424,2.86252,2432.33297,0,0,1,1.13271,0.70799,0.68766,0.63945,0.79404
TUR,2008,71562343.0,中近東,19839.58455,5.39499,0.92012,4.36531,66.51365,4.92914,27.30511,0.42807,2709.7911,0,0,1,1.13029,1.18365,0.86776,0.69464,0.61962
TUR,2009,72464846.0,中近東,18612.19252,2.33454,-4.88269,0.38187,67.84014,5.4013,22.96235,-6.08018,2792.87146,0,0,1,1.02497,1.39302,1.55668,0.80693,0.38929
TUR,2010,73346766.0,中近東,19897.44648,2.13539,8.5422,1.52654,69.34713,6.01688,24.87828,-3.62596,2778.63648,0,0,1,0.80904,0.76125,0.93829,0.96013,-0.32368
TUR,2011,74215203.0,中近東,21760.42919,2.78052,10.97996,4.87982,71.00287,6.71548,27.98875,0.68364,2800.18098,0,0,1,1.14181,1.33976,1.24685,1.16567,0.01152
TUR,2012,75197196.0,中近東,22517.71483,2.4931,4.80763,8.10993,73.77887,8.43991,27.39952,4.43717,2631.85345,0,0,1,1.20469,1.38751,1.37783,1.34456,0.17972
TUR,2013,76403032.0,中近東,24117.31211,3.98226,8.48826,8.09195,78.52184,12.00819,28.79533,3.91705,2351.98781,0,0,1,1.09453,1.07071,1.10076,1.44162,0.28549
TUR,2014,78036154.0,中近東,24888.85217,5.98428,4.60079,5.96556,83.60249,15.76234,29.08433,1.09558,2438.03661,0,0,1,1.0124,1.13223,0.96977,1.22371,-0.12941
TUR,2015,80014222.0,中近東,25984.80273,5.48347,5.80557,6.29821,87.21671,17.86959,30.01191,2.61239,1859.6444,0,0,1,0.96072,0.82277,0.81612,1.11238,-0.24397
TUR,2016,81652087.0,中近東,26489.64368,4.01159,3.32367,4.57668,88.1021,17.09922,30.04331,1.24798,2201.98903,0,0,1,0.85313,0.52433,0.75819,1.12856,-0.24139
TUR,2017,83083667.0,中近東,28194.68831,4.59926,7.82586,5.6517,88.03205,14.25318,30.25988,1.17555,2111.78691,0,0,1,0.78449,0.57025,0.88539,1.26368,-0.22791
TUR,2018,84415966.0,中近東,28780.30365,3.59846,3.46815,4.87256,88.16557,9.64374,30.2954,0.28349,2279.72277,0,0,1,0.96103,0.67769,1.1461,1.23037,0.0003
TUR,2019,85357670.0,中近東,28741.05351,2.91995,1.30162,4.19854,88.66182,5.05933,26.46293,-3.58038,2363.85318,0,0,1,0.97148,0.62902,1.32368,1.18565,0.11835
TUR,2020,86091691.0,中近東,28976.71792,2.20354,1.80306,2.19095,88.93031,1.7136,27.95061,-2.30928,2123.66603,0,0,1,0.91557,0.86593,0.98615,1.33219,0.13108
TUR,2021,86686254.0,中近東,32105.54744,3.9204,11.81109,4.97193,89.1762,1.07411,28.3921,-1.90331,2406.11389,0,0,1,0.95557,1.02204,0.78212,1.72043,-0.00546
TUR,2022,87058469.0,中近東,33520.81114,3.52123,5.44123,6.35179,89.03812,1.00607,30.54499,4.08206,2633.86208,0,0,1,1.29046,1.35721,1.58942,1.56532,0.31898
TUR,2023,87270502.0,中近東,35069.17017,4.03178,5.04512,7.43248,89.02184,0.85627,32.87403,4.92343,2048.80224,0,0,1,1.13832,0.94858,3.69899,1.45875,0.22275
TUR,2024,87473800.0,中近東,36154.49044,4.69644,3.32762,4.60466,89.34431,0.6825,31.31573,2.92363,2375.477,0,0,1,1.12756,0.97062,1.9068,1.62052,0.17199
TUR,2025,87685427.0,中近東,37300.74857,5.18012,3.60463,3.99246,89.49406,0.56375,30.59136,0.04637,2369.74383,0,0,1,1.20363,0.87236,1.48992,1.97355,-0.08683
ZAF,2006,49998271.0,アフリカ,13444.23321,3.37644,5.60381,5.14514,60.52765,3.52621,17.36554,2.70863,32158.95206,1,2,2,0.63568,0.68044,0.68388,0.48244,0.32337
ZAF,2007,50528575.0,アフリカ,14016.24447,3.68292,5.36047,5.41378,61.18405,3.51169,19.02162,3.85438,31846.21771,1,2,2,1.13271,0.70799,0.68766,0.63945,0.79404
ZAF,2008,51114595.0,アフリカ,14297.68878,3.69915,3.19104,4.71844,61.7693,3.39686,21.61482,5.73652,32076.494,1,2,2,1.13029,1.18365,0.86776,0.69464,0.61962
ZAF,2009,51728518.0,アフリカ,13910.70171,2.42318,-1.53809,2.33781,62.25928,3.16154,19.49086,2.12533,31417.67951,1,2,2,1.02497,1.39302,1.55668,0.80693,0.38929
ZAF,2010,52344047.0,アフリカ,14164.99584,1.94937,3.03973,1.56423,62.62991,2.80574,17.56164,-1.45998,32017.47087,1,2,2,0.80904,0.76125,0.93829,0.96013,-0.32368
ZAF,2011,52995212.0,アフリカ,14434.26115,1.43123,3.16856,1.55673,62.85063,2.32298,17.80937,-3.80545,31424.38604,1,2,2,1.14181,1.33976,1.24685,1.16567,0.01152
ZAF,2012,53782570.0,アフリカ,14563.7624,0.76933,2.39623,2.86817,62.96166,1.7776,17.93493,-1.55593,31693.42781,1,2,2,1.20469,1.38751,1.37783,1.34456,0.17972
ZAF,2013,54678789.0,アフリカ,14681.09664,0.53066,2.48547,2.68342,63.0524,1.2831,18.57871,1.01708,30896.7523,1,2,2,1.09453,1.07071,1.10076,1.44162,0.28549
ZAF,2014,55594840.0,アフリカ,14643.33848,1.03183,1.41383,2.09851,63.13523,0.87595,18.3012,0.49183,30958.17885,1,2,2,1.0124,1.13223,0.96977,1.22371,-0.12941
ZAF,2015,56723536.0,アフリカ,14541.67486,0.52628,1.32186,1.74039,63.20963,0.57972,18.00895,0.07402,29207.85827,1,2,2,0.96072,0.82277,0.81612,1.11238,-0.24397
ZAF,2016,57259550.0,アフリカ,14501.28078,0.09269,0.66455,1.13341,63.2751,0.42447,17.4415,-1.13721,29173.12483,1,2,2,0.85313,0.52433,0.75819,1.12856,-0.24139
ZAF,2017,57635158.0,アフリカ,14573.59808,0.0135,1.15795,1.04812,63.33111,0.36945,16.39881,-1.90239,28785.65892,1,2,2,0.78449,0.57025,0.88539,1.26368,-0.22791
ZAF,2018,58613001.0,アフリカ,14553.56157,-0.17435,1.55678,1.12643,63.37715,0.32475,15.92217,-2.08679,28498.77965,1,2,2,0.96103,0.67769,1.1461,1.23037,0.0003
ZAF,2019,59587880.0,アフリカ,14352.66987,-0.40019,0.25994,0.99156,63.41273,0.27749,15.46899,-1.97251,28070.7419,1,2,2,0.97148,0.62902,1.32368,1.18565,0.11835
ZAF,2020,60562374.0,アフリカ,13250.56666,-1.84238,-6.16892,-1.45073,63.43731,0.22767,13.79836,-2.60044,26955.10252,1,2,2,0.91557,0.86593,0.98615,1.33219,0.13108
ZAF,2021,61502602.0,アフリカ,13681.95481,-1.15644,4.85865,-0.35011,63.45039,0.1753,13.10988,-2.81229,24986.7152,1,2,2,0.95557,1.02204,0.78212,1.72043,-0.00546
ZAF,2022,62378417.0,アフリカ,13767.49676,-1.13157,2.05814,0.24929,63.47667,0.14556,14.18249,-1.2865,24235.97893,1,2,2,1.29046,1.35721,1.58942,1.56532,0.31898
ZAF,2023,63212386.0,アフリカ,13695.37557,-1.20819,0.8061,2.5743,63.58237,0.20522,14.93471,1.13635,24298.76638,1,2,2,1.13832,0.94858,3.69899,1.45875,0.22275
ZAF,2024,64007187.0,アフリカ,13597.65385,-1.07495,0.53484,1.13303,63.6918,0.27907,14.52174,1.41186,24141.00779,1,2,2,1.12756,0.97062,1.9068,1.62052,0.17199
ZAF,2025,64747319.0,アフリカ,13592.0484,0.51019,1.11463,0.81852,63.8154,0.37809,13.87893,-0.30355,23865.04992,1,2,2,1.20363,0.87236,1.48992,1.97355,-0.08683
GHA,2006,23040704.0,アフリカ,3857.86155,2.7439,6.39991,5.96664,48.13889,3.49784,22.46581,-0.47112,0.0,0,0,3,0.63568,0.68044,0.68388,0.48244,0.32337
GHA,2007,23642284.0,アフリカ,3923.12568,2.74925,4.34682,5.54891,48.81251,3.46404,15.38454,-12.99296,0.0,0,0,3,1.13271,0.70799,0.68766,0.63945,0.79404
GHA,2008,24249945.0,アフリカ,4174.78124,3.54306,9.1498,6.63218,49.47087,3.41607,16.49196,-12.51018,0.0,0,0,3,1.13029,1.18365,0.86776,0.69464,0.61962
GHA,2009,24862667.0,アフリカ,4269.16006,3.42618,4.84449,6.1137,50.11113,3.35392,15.47883,-6.98698,0.0,0,0,3,1.02497,1.39302,1.55668,0.80693,0.38929
GHA,2010,25475000.0,アフリカ,4495.68917,3.85326,7.89971,7.298,50.72969,3.27685,11.76409,-3.62045,0.0,0,0,3,0.80904,0.76125,0.93829,0.96013,-0.32368
GHA,2011,26095091.0,アフリカ,5005.36732,5.34595,14.04712,8.93044,51.33041,3.19152,11.97694,-4.51502,0.0,0,0,3,1.14181,1.33976,1.24685,1.16567,0.01152
GHA,2012,26734273.0,アフリカ,5339.71322,6.35971,9.29279,10.41321,51.91979,3.10728,16.10991,0.63108,0.0,0,0,3,1.20469,1.38751,1.37783,1.34456,0.17972
GHA,2013,27386193.0,アフリカ,5593.77482,6.02646,7.31253,10.21748,52.49858,3.02771,24.039,12.27491,0.0,0,0,3,1.09453,1.07071,1.10076,1.44162,0.28549
GHA,2014,28041592.0,アフリカ,5619.07234,5.64877,2.85624,6.48718,53.06634,2.95521,26.42288,14.44594,0.0,0,0,3,1.0124,1.13223,0.96977,1.22371,-0.12941
GHA,2015,28696071.0,アフリカ,5607.36636,4.51835,2.12076,4.09651,53.62264,2.89295,27.01263,10.90272,0.0,0,0,3,0.96072,0.82277,0.81612,1.11238,-0.24397
GHA,2016,29356736.0,アフリカ,5666.07795,2.51073,3.37347,2.78349,54.16705,2.83664,24.82617,0.78717,0.0,0,0,3,0.85313,0.52433,0.75819,1.12856,-0.24139
GHA,2017,30008364.0,アフリカ,5993.63085,2.33741,8.12889,4.54104,54.69914,2.77935,18.88643,-7.53646,0.0,0,0,3,0.78449,0.57025,0.88539,1.26368,-0.22791
GHA,2018,30637592.0,アフリカ,6234.51208,2.19261,6.20008,5.90081,55.21848,2.7199,21.19909,-5.81353,0.0,0,0,3,0.96103,0.67769,1.1461,1.23037,0.0003
GHA,2019,31258943.0,アフリカ,6508.24652,2.98166,6.50777,6.94558,55.72463,2.65829,18.03819,-6.78798,0.0,0,0,3,0.97148,0.62902,1.32368,1.18565,0.11835
GHA,2020,31887802.0,アフリカ,6412.68542,2.72028,0.51394,4.40726,56.21716,2.59452,17.66075,-1.22568,0.0,0,0,3,0.91557,0.86593,0.98615,1.33219,0.13108
GHA,2021,32518662.0,アフリカ,6607.50297,3.12191,5.07647,4.03273,56.69526,2.5282,16.75365,-4.44544,0.0,0,0,3,0.95557,1.02204,0.78212,1.72043,-0.00546
GHA,2022,33149152.0,アフリカ,6728.45414,2.33992,3.80485,3.13175,57.25061,2.55147,16.20458,-1.83361,0.0,0,0,3,1.29046,1.35721,1.58942,1.56532,0.31898
GHA,2023,33787916.0,アフリカ,6808.53775,1.77715,3.14009,4.00714,57.80747,2.589,9.86732,-7.79343,0.0,0,0,3,1.13832,0.94858,3.69899,1.45875,0.22275
GHA,2024,34427417.0,アフリカ,7072.7988,1.67764,5.84747,4.26414,58.36549,2.64086,9.74192,-7.01173,0.0,0,0,3,1.12756,0.97062,1.9068,1.62052,0.17199
GHA,2025,35079021.7808,アフリカ,7357.83333,2.7879,5.95442,4.98066,58.92469,2.70752,9.74192,-6.46266,0.0,0,0,3,1.20363,0.87236,1.48992,1.97355,-0.08683
COD,2006,60615909.0,アフリカ,1036.1333,2.16602,5.10894,5.99416,37.80248,2.38713,15.53537,6.11058,1.55075,3,0,1,0.63568,0.68044,0.68388,0.48244,0.32337
COD,2007,62477753.0,アフリカ,1091.54081,3.26723,8.58332,6.60914,38.20178,2.26472,16.91646,4.77434,1.55255,3,0,1,1.13271,0.70799,0.68766,0.63945,0.79404
COD,2008,64390658.0,アフリカ,1137.84087,3.60809,7.43334,7.04187,38.59972,2.13426,23.31125,6.27317,1.36666,3,0,1,1.13029,1.18365,0.86776,0.69464,0.61962
COD,2009,66412038.0,アフリカ,1109.18312,2.34615,0.54157,5.51941,38.99627,1.99627,22.09726,6.56189,1.37023,3,0,1,1.02497,1.39302,1.55668,0.80693,0.38929
COD,2010,68563038.0,アフリカ,1166.98307,2.79689,8.61868,5.53119,39.39136,1.98949,27.82497,10.90851,0.74384,3,0,1,0.80904,0.76125,0.93829,0.96013,-0.32368
COD,2011,70849311.0,アフリカ,1124.77205,1.65524,-0.40316,2.91903,39.78497,1.98249,29.47188,6.16063,0.15526,3,0,1,1.14181,1.33976,1.24685,1.16567,0.01152
COD,2012,73254623.0,アフリカ,1182.14075,1.60752,8.66859,5.62804,40.17704,1.97526,27.51161,5.41435,0.39588,3,0,1,1.20469,1.38751,1.37783,1.34456,0.17972
COD,2013,75789397.0,アフリカ,1342.74156,3.36706,17.51591,8.59378,40.56753,1.9678,30.2145,2.38954,0.39583,3,0,1,1.09453,1.07071,1.10076,1.44162,0.28549
COD,2014,78403248.0,アフリカ,1392.75841,4.6585,7.30228,11.16226,40.95639,1.96012,31.23933,1.76745,0.54845,3,0,1,1.0124,1.13223,0.96977,1.22371,-0.12941
COD,2015,81035532.0,アフリカ,1433.2158,4.19561,6.35974,10.39264,41.34358,1.95221,26.25398,-1.25763,0.64169,3,0,1,0.96072,0.82277,0.81612,1.11238,-0.24397
COD,2016,83956416.0,アフリカ,1388.80163,4.3074,0.39383,4.68528,41.72905,1.94408,28.27742,-1.93709,0.73848,3,0,1,0.85313,0.52433,0.75819,1.12856,-0.24139
COD,2017,87083400.0,アフリカ,1395.71962,3.37745,4.24121,3.66493,42.11276,1.93572,27.52912,-3.71021,0.71196,3,0,1,0.78449,0.57025,0.88539,1.26368,-0.22791
COD,2018,90047647.0,アフリカ,1431.72853,1.29165,6.07169,3.56891,42.49466,1.92713,28.67115,2.41718,0.68852,3,0,1,0.96103,0.67769,1.1461,1.23037,0.0003
COD,2019,92947450.0,アフリカ,1394.76461,0.02879,0.55538,3.62276,42.87471,1.91832,22.29934,-5.97808,0.66704,3,0,1,0.97148,0.62902,1.32368,1.18565,0.11835
COD,2020,95990000.0,アフリカ,1361.02791,-1.02829,0.77543,2.4675,43.25286,1.90928,21.84541,-5.68371,0.6459,3,0,1,0.91557,0.86593,0.98615,1.33219,0.13108
COD,2021,99148930.0,アフリカ,1402.3856,0.19486,6.42961,2.58681,43.62907,1.90002,32.55839,3.88724,0.62532,3,0,1,0.95557,1.02204,0.78212,1.72043,-0.00546
COD,2022,102396974.0,アフリカ,1484.33842,1.23879,9.31117,5.5054,44.00329,1.89053,36.68315,14.38381,0.60549,3,0,1,1.29046,1.35721,1.58942,1.56532,0.31898
COD,2023,105789733.0,アフリカ,1559.33806,1.72224,8.53349,8.09142,44.37547,1.88081,34.07555,12.23015,0.58607,3,0,1,1.13832,0.94858,3.69899,1.45875,0.22275
COD,2024,109276264.0,アフリカ,1601.70927,2.80555,6.10253,7.9824,44.74558,1.87087,31.38464,-1.17375,0.56737,3,0,1,1.12756,0.97062,1.9068,1.62052,0.17199
COD,2025,112877701.22076,アフリカ,1640.56622,3.80669,5.75924,6.79842,45.11356,1.8607,28.79029,-7.89287,0.54927,3,0,1,1.20363,0.87236,1.48992,1.97355,-0.08683
ZMB,2006,12129560.0,アフリカ,2673.46152,3.33538,7.90369,7.39056,37.83922,1.95457,25.89473,0.0,37.84144,3,0,0,0.63568,0.68044,0.68388,0.48244,0.32337
ZMB,2007,12565093.0,アフリカ,2796.35293,3.99154,8.35244,7.83058,38.40349,2.33288,25.89473,0.0,7.95856,3,0,0,1.13271,0.70799,0.68766,0.63945,0.79404
ZMB,2008,13021327.0,アフリカ,2908.14363,4.05583,7.7739,8.01001,38.96296,2.57711,25.89473,0.0,1.91993,3,0,0,1.13029,1.18365,0.86776,0.69464,0.61962
ZMB,2009,13490395.0,アフリカ,3065.8442,4.40232,9.22035,8.44889,39.49083,2.68724,25.89473,0.0,0.0,3,0,0,1.02497,1.39302,1.55668,0.80693,0.38929
ZMB,2010,13965592.0,アフリカ,3266.50749,4.95836,10.29822,9.09749,39.95589,2.6589,25.89473,0.0,0.0,3,0,0,0.80904,0.76125,0.93829,0.96013,-0.32368
ZMB,2011,14437796.0,アフリカ,3335.6434,4.52523,5.56925,8.36261,40.36845,2.52923,27.9747,2.07997,0.0,3,0,0,1.14181,1.33976,1.24685,1.16567,0.01152
