scenario_id,iso3,year,population,region,gdp_pc_ppp,gdp_pc_growth_5y_pct,gdp_growth_pct,gdp_growth_3y_avg_pct,urban_pct,urban_pct_change_5y,gfcf_pct_gdp,gfcf_pct_gdp_change_3y,coal_prod_kwh_per_capita,res_copper,res_ironore,res_gold,copper_ratio_lag1,ironore_ratio_lag1,coal_ratio_lag1,gold_ratio_lag1,copper_ratio_change_3y
S1_BASE,ARG,2026,45973349.7587,中南米,27931.3214,1.21066,0.5711,1.1985,92.312,0.28272,16.3161,-2.17693,3.59339,0,0,1,1.29834,0.79247,1.17632,2.82044,0.16002
S1_BASE,ARG,2027,46095644.9758,中南米,28095.06,0.19334,0.8538,1.93074,92.2766,0.16376,16.618,0.71443,3.56433,0,0,1,1.31132,0.78851,1.15868,2.82044,0.18376
S1_BASE,ARG,2028,46218265.5144,中南米,28339.5042,0.80165,1.1384,0.85443,92.2453,0.05079,16.9062,0.90617,3.53756,0,0,1,1.32444,0.78457,1.1413,2.82044,0.12081
S1_BASE,ARG,2029,46341212.2399,中南米,28666.5655,1.37692,1.4232,1.13847,92.2175,-0.05673,17.1814,0.8653,3.51091,0,0,1,1.33768,0.78064,1.12418,2.82044,0.03934
S1_BASE,ARG,2030,46464486.0201,中南米,29078.3888,0.86945,1.7064,1.42267,92.1928,-0.15912,17.4441,0.8261,3.48438,0,0,1,1.35106,0.77674,1.10731,2.82044,0.03973
S1_BASE,ARG,2031,46588087.7249,中南米,29577.359,1.15179,1.9865,1.70537,92.1709,-0.1411,17.695,0.7888,3.45797,0,0,1,1.36457,0.77286,1.09071,2.82044,0.04013
S1_BASE,ARG,2032,46712018.2266,中南米,30166.1007,1.43267,2.2618,1.9849,92.1516,-0.125,17.9346,0.7532,3.43167,0,0,1,1.37821,0.76899,1.07435,2.82044,0.04053
S1_BASE,ARG,2033,46836278.4,中南米,30847.4726,1.71042,2.5308,2.2597,92.1344,-0.1109,18.1633,0.7192,3.40548,0,0,1,1.392,0.76515,1.05823,2.82044,0.04094
S1_BASE,ARG,2034,46960869.1219,中南米,31624.5551,1.98346,2.7918,2.52813,92.1191,-0.0984,18.3817,0.6867,3.37941,0,0,1,1.40592,0.76132,1.04236,2.82044,0.04135
S1_BASE,ARG,2035,47085791.2717,中南米,32500.632,2.25023,3.0436,2.78873,92.1056,-0.0872,18.5903,0.6557,3.35345,0,0,1,1.41997,0.75751,1.02672,2.82044,0.04176
S1_BASE,ARG,2036,47211045.731,中南米,33390.97,2.45518,3.0127,2.94937,92.0937,-0.0772,18.7894,0.6261,3.27678,0,0,1,1.43417,0.75373,1.01132,2.82044,0.04218
S1_BASE,ARG,2037,47336633.3837,中南米,34295.616,2.59918,2.9825,3.01293,92.083,-0.0686,18.9796,0.5979,3.20259,0,0,1,1.44852,0.74996,0.99615,2.82044,0.0426
S1_BASE,ARG,2038,47462555.1164,中南米,35214.6173,2.6835,2.9528,2.98267,92.0736,-0.0608,19.1611,0.5708,3.13089,0,0,1,1.463,0.74621,0.98121,2.82044,0.04303
S1_BASE,ARG,2039,47588811.8175,中南米,36148.0217,2.70983,2.9237,2.953,92.0653,-0.0538,19.3345,0.5451,3.05954,0,0,1,1.47763,0.74248,0.96649,2.82044,0.04346
S1_BASE,ARG,2040,47715404.3783,中南米,37095.8776,2.68021,2.8951,2.92387,92.0579,-0.0477,19.5,0.5204,2.99065,0,0,1,1.49241,0.73876,0.95199,2.82044,0.04389
S1_BASE,ARG,2041,47842333.6921,中南米,38058.2342,2.65117,2.8672,2.89533,92.0513,-0.0424,19.6581,0.497,2.92419,0,0,1,1.50733,0.73507,0.93771,2.82044,0.04433
S1_BASE,ARG,2042,47969600.6547,中南米,39035.1416,2.6227,2.8397,2.86733,92.0455,-0.0375,19.809,0.4745,2.85806,0,0,1,1.5224,0.7314,0.92365,2.82044,0.04477
S1_BASE,ARG,2043,48097206.1644,中南米,40026.6509,2.59478,2.8128,2.8399,92.0403,-0.0333,19.9531,0.4531,2.79226,0,0,1,1.53763,0.72774,0.90979,2.82044,0.04522
S1_BASE,ARG,2044,48225151.1216,中南米,41032.8142,2.5674,2.7864,2.81297,92.0358,-0.0295,20.0907,0.4326,2.72887,0,0,1,1.55301,0.7241,0.89615,2.82044,0.04567
S1_BASE,ARG,2045,48353436.4294,中南米,42053.6849,2.54056,2.7606,2.7866,92.0317,-0.0262,20.2221,0.4131,2.66786,0,0,1,1.56854,0.72048,0.8827,2.82044,0.04613
S1_BASE,ARG,2046,48482062.9932,中南米,43089.3178,2.51424,2.7352,2.76073,92.0281,-0.0232,20.3475,0.3944,2.60715,0,0,1,1.58422,0.71688,0.86946,2.82044,0.04659
S1_BASE,ARG,2047,48611031.7208,中南米,44139.7689,2.48843,2.7103,2.73537,92.0249,-0.0206,20.4673,0.3766,2.5488,0,0,1,1.60006,0.71329,0.85642,2.82044,0.04706
S1_BASE,ARG,2048,48740343.5223,中南米,45205.0958,2.46313,2.686,2.7105,92.0221,-0.0182,20.5817,0.3596,2.49075,0,0,1,1.61606,0.70973,0.84357,2.82044,0.04753
S1_BASE,ARG,2049,48869999.3103,中南米,46285.3577,2.43832,2.6621,2.68613,92.0196,-0.0162,20.6909,0.3434,2.43503,0,0,1,1.63222,0.70618,0.83092,2.82044,0.048
S1_BASE,ARG,2050,49000000.0,中南米,47380.6155,2.414,2.6386,2.66223,92.0174,-0.0143,20.7951,0.3278,2.37959,0,0,1,1.64855,0.70265,0.81846,2.82044,0.04848
S1_BASE,AUS,2026,27192458.0735,オセアニア,60319.9741,0.67408,1.0207,1.24817,87.8355,0.60016,24.2687,1.07545,120112.75668,1,3,2,1.29834,0.79247,1.17632,2.82044,0.16002
S1_BASE,AUS,2027,27412661.0134,オセアニア,60519.5036,0.16285,1.1433,1.17147,87.9485,0.61417,24.2114,0.11942,118552.16458,1,3,2,1.31132,0.78851,1.15868,2.82044,0.18376
S1_BASE,AUS,2028,27634647.1439,オセアニア,60795.2326,0.03632,1.2691,1.14437,88.0585,0.5718,24.1567,-0.17202,117011.85049,1,3,2,1.32444,0.78457,1.1413,2.82044,0.12081
S1_BASE,AUS,2029,27858430.9051,オセアニア,61149.5945,0.27703,1.3974,1.26993,88.1654,0.56325,24.1045,-0.1642,115491.54764,1,3,2,1.33768,0.78064,1.12418,2.82044,0.03934
S1_BASE,AUS,2030,28084026.8542,オセアニア,61584.8811,0.4579,1.5274,1.39797,88.2695,0.55023,24.0546,-0.1568,113990.99626,1,3,2,1.35106,0.77674,1.10731,2.82044,0.03973
S1_BASE,AUS,2031,28311449.6661,オセアニア,62103.2467,0.5844,1.6583,1.5277,88.3708,0.5353,24.007,-0.1497,112509.94342,1,3,2,1.36457,0.77286,1.09071,2.82044,0.04013
S1_BASE,AUS,2032,28540714.1347,オセアニア,62706.7099,0.71258,1.7894,1.65837,88.4693,0.5208,23.9615,-0.143,111048.13233,1,3,2,1.37821,0.76899,1.07435,2.82044,0.04053
S1_BASE,AUS,2033,28771835.1736,オセアニア,63397.1529,0.84167,1.9198,1.78917,88.5651,0.5066,23.9181,-0.1365,109605.31301,1,3,2,1.392,0.76515,1.05823,2.82044,0.04094
S1_BASE,AUS,2034,29004827.8172,オセアニア,64176.3189,0.9709,2.0488,1.91933,88.6584,0.493,23.8766,-0.1304,108181.24209,1,3,2,1.40592,0.76132,1.04236,2.82044,0.04135
S1_BASE,AUS,2035,29239707.2216,オセアニア,65045.8064,1.09951,2.1756,2.04807,88.7491,0.4796,23.837,-0.1245,106775.67242,1,3,2,1.41997,0.75751,1.02672,2.82044,0.04176
S1_BASE,AUS,2036,29476488.6658,オセアニア,65925.0851,1.20158,2.1725,2.1323,88.8373,0.4665,23.7992,-0.1189,103799.59549,1,3,2,1.43417,0.75373,1.01132,2.82044,0.04218
S1_BASE,AUS,2037,29715187.5522,オセアニア,66814.2737,1.27705,2.1695,2.17253,88.9231,0.4538,23.7631,-0.1135,100906.46726,1,3,2,1.44852,0.74996,0.99615,2.82044,0.0426
S1_BASE,AUS,2038,29955819.4084,オセアニア,67713.4924,1.32605,2.1665,2.1695,89.0067,0.4416,23.7287,-0.1083,98093.98167,1,3,2,1.463,0.74621,0.98121,2.82044,0.04303
S1_BASE,AUS,2039,30198399.8872,オセアニア,68622.8629,1.34885,2.1636,2.16653,89.0879,0.4295,23.6958,-0.1034,95359.88035,1,3,2,1.47763,0.74248,0.96649,2.82044,0.04346
S1_BASE,AUS,2040,30442944.7687,オセアニア,69542.5083,1.34591,2.1608,2.16363,89.1669,0.4178,23.6644,-0.0987,92701.98798,1,3,2,1.49241,0.73876,0.95199,2.82044,0.04389
S1_BASE,AUS,2041,30689469.9603,オセアニア,70472.5536,1.34302,2.158,2.1608,89.2438,0.4065,23.6344,-0.0943,90118.17746,1,3,2,1.50733,0.73507,0.93771,2.82044,0.04433
S1_BASE,AUS,2042,30937991.4986,オセアニア,71413.1251,1.3402,2.1553,2.15803,89.3186,0.3955,23.6057,-0.0901,87606.38195,1,3,2,1.5224,0.7314,0.92365,2.82044,0.04477
S1_BASE,AUS,2043,31188525.5498,オセアニア,72364.3508,1.33743,2.1526,2.1553,89.3914,0.3847,23.5784,-0.086,85164.5967,1,3,2,1.53763,0.72774,0.90979,2.82044,0.04522
S1_BASE,AUS,2044,31441088.4111,オセアニア,73326.3603,1.33472,2.15,2.15263,89.4622,0.3743,23.5522,-0.0822,82790.86799,1,3,2,1.55301,0.7241,0.89615,2.82044,0.04567
S1_BASE,AUS,2045,31695696.5118,オセアニア,74299.2847,1.33206,2.1474,2.15,89.5311,0.3642,23.5273,-0.0784,80483.30154,1,3,2,1.56854,0.72048,0.8827,2.82044,0.04613
S1_BASE,AUS,2046,31952366.414,オセアニア,75283.257,1.32945,2.1449,2.14743,89.5981,0.3543,23.5035,-0.0749,78240.05482,1,3,2,1.58422,0.71688,0.86946,2.82044,0.04659
S1_BASE,AUS,2047,32211114.8141,オセアニア,76278.4116,1.32689,2.1424,2.1449,89.6633,0.3447,23.4808,-0.0714,76059.32965,1,3,2,1.60006,0.71329,0.85642,2.82044,0.04706
S1_BASE,AUS,2048,32471958.5437,オセアニア,77284.8848,1.32439,2.14,2.14243,89.7267,0.3353,23.459,-0.0683,73939.38363,1,3,2,1.61606,0.70973,0.84357,2.82044,0.04753
S1_BASE,AUS,2049,32734914.5705,オセアニア,78302.8144,1.32193,2.1376,2.14,89.7884,0.3262,23.4383,-0.0652,71878.52881,1,3,2,1.63222,0.70618,0.83092,2.82044,0.048
S1_BASE,AUS,2050,33000000.0,オセアニア,79332.34,1.31952,2.1352,2.1376,89.8485,0.3174,23.4185,-0.0623,69875.11515,1,3,2,1.64855,0.70265,0.81846,2.82044,0.04848
S1_BASE,BRA,2026,212978339.0628,中南米,20558.283,2.60731,2.7447,2.81659,88.5097,1.37362,17.1172,0.70622,139.31886,1,3,1,1.29834,0.79247,1.17632,2.82044,0.16002
S1_BASE,BRA,2027,213144410.5201,中南米,21123.2899,2.6277,2.8284,2.61962,88.8132,1.46364,17.3829,0.47354,138.51407,1,3,1,1.31132,0.78851,1.15868,2.82044,0.18376
S1_BASE,BRA,2028,213310611.4729,中南米,21720.183,2.62611,2.9059,2.82633,89.0902,1.47423,17.6366,0.79757,137.7142,1,3,1,1.32444,0.78457,1.1413,2.82044,0.12081
S1_BASE,BRA,2029,213476942.0222,中南米,22349.3131,2.60532,2.9768,2.9037,89.3432,1.44735,17.8788,0.7616,136.91877,1,3,1,1.33768,0.78064,1.12418,2.82044,0.03934
S1_BASE,BRA,2030,213643402.2689,中南米,23010.9029,2.81904,3.0405,2.9744,89.5742,1.3969,18.11,0.7271,136.12824,1,3,1,1.35106,0.77674,1.10731,2.82044,0.03973
S1_BASE,BRA,2031,213809992.3143,中南米,23705.0345,2.88943,3.0969,3.03807,89.7852,1.2755,18.3309,0.6943,135.34213,1,3,1,1.36457,0.77286,1.09071,2.82044,0.04013
S1_BASE,BRA,2032,213976712.2595,中南米,24431.6364,2.95281,3.1455,3.0943,89.9777,1.1645,18.5417,0.6629,134.56044,1,3,1,1.37821,0.76899,1.07435,2.82044,0.04053
S1_BASE,BRA,2033,214143562.2058,中南米,25190.4717,3.00886,3.1864,3.14293,90.1536,1.0634,18.743,0.633,133.78315,1,3,1,1.392,0.76515,1.05823,2.82044,0.04094
S1_BASE,BRA,2034,214310542.2546,中南米,25981.1277,3.0573,3.2191,3.18367,90.3141,0.9709,18.9353,0.6044,133.01072,1,3,1,1.40592,0.76132,1.04236,2.82044,0.04135
S1_BASE,BRA,2035,214477652.5074,中南米,26803.0068,3.09794,3.2438,3.21643,90.4607,0.8865,19.1188,0.5771,132.24268,1,3,1,1.41997,0.75751,1.02672,2.82044,0.04176
S1_BASE,BRA,2036,214644893.0657,中南米,27640.5845,3.11963,3.2054,3.22277,90.5945,0.8093,19.2941,0.5511,129.49668,1,3,1,1.43417,0.75373,1.01132,2.82044,0.04218
S1_BASE,BRA,2037,214812264.031,中南米,28493.9196,3.12404,3.1676,3.2056,90.7167,0.739,19.4614,0.5261,126.80794,1,3,1,1.44852,0.74996,0.99615,2.82044,0.0426
S1_BASE,BRA,2038,214979765.5051,中南米,29363.0697,3.11291,3.1307,3.1679,90.8283,0.6747,19.6212,0.5024,124.17494,1,3,1,1.463,0.74621,0.98121,2.82044,0.04303
S1_BASE,BRA,2039,215147397.5897,中南米,30248.0912,3.08797,3.0944,3.1309,90.9302,0.6161,19.7738,0.4797,121.59664,1,3,1,1.47763,0.74248,0.96649,2.82044,0.04346
S1_BASE,BRA,2040,215315160.3867,中南米,31149.0396,3.051,3.0588,3.09463,91.0232,0.5625,19.9195,0.4581,119.07197,1,3,1,1.49241,0.73876,0.95199,2.82044,0.04389
S1_BASE,BRA,2041,215483053.998,中南米,32065.9696,3.01475,3.024,3.05907,91.1081,0.5136,20.0586,0.4374,116.59942,1,3,1,1.50733,0.73507,0.93771,2.82044,0.04433
S1_BASE,BRA,2042,215651078.5256,中南米,32998.9352,2.97921,2.9898,3.0242,91.1857,0.469,20.1915,0.4177,114.17842,1,3,1,1.5224,0.7314,0.92365,2.82044,0.04477
S1_BASE,BRA,2043,215819234.0716,中南米,33947.9901,2.94435,2.9562,2.99,91.2565,0.4282,20.3183,0.3988,111.80746,1,3,1,1.53763,0.72774,0.90979,2.82044,0.04522
S1_BASE,BRA,2044,215987520.7381,中南米,34913.1876,2.91017,2.9234,2.95647,91.3211,0.3909,20.4394,0.3808,109.48596,1,3,1,1.55301,0.7241,0.89615,2.82044,0.04567
S1_BASE,BRA,2045,216155938.6275,中南米,35894.5806,2.87666,2.8911,2.92357,91.3802,0.357,20.555,0.3635,107.21288,1,3,1,1.56854,0.72048,0.8827,2.82044,0.04613
S1_BASE,BRA,2046,216324487.8419,中南米,36892.2225,2.84379,2.8595,2.89133,91.4341,0.326,20.6654,0.3471,104.98673,1,3,1,1.58422,0.71688,0.86946,2.82044,0.04659
S1_BASE,BRA,2047,216493168.4838,中南米,37906.1662,2.81157,2.8285,2.8597,91.4833,0.2976,20.7709,0.3315,102.80694,1,3,1,1.60006,0.71329,0.85642,2.82044,0.04706
S1_BASE,BRA,2048,216661980.6558,中南米,38936.4655,2.77997,2.7981,2.8287,91.5282,0.2717,20.8715,0.3165,100.67202,1,3,1,1.61606,0.70973,0.84357,2.82044,0.04753
S1_BASE,BRA,2049,216830924.4603,中南米,39983.1742,2.74899,2.7683,2.7983,91.5692,0.2481,20.9676,0.3022,98.58188,1,3,1,1.63222,0.70618,0.83092,2.82044,0.048
S1_BASE,BRA,2050,217000000.0,中南米,41046.3467,2.71861,2.7391,2.7685,91.6067,0.2265,21.0594,0.2885,96.53502,1,3,1,1.64855,0.70265,0.81846,2.82044,0.04848
S1_BASE,CAN,2026,40311123.1557,北米,57890.5909,0.31228,0.288,1.35898,83.101,0.92307,22.9067,-0.13369,7839.32511,1,1,2,1.29834,0.79247,1.17632,2.82044,0.16002
S1_BASE,CAN,2027,40496365.6662,北米,57892.2872,-0.23697,0.4625,0.83106,83.3206,0.97051,22.911,0.00084,7764.44737,1,1,2,1.31132,0.78851,1.15868,2.82044,0.18376
S1_BASE,CAN,2028,40682459.4253,北米,57997.0557,-0.03146,0.6413,0.46393,83.5349,1.00984,22.915,0.01267,7690.28727,1,1,2,1.32444,0.78457,1.1413,2.82044,0.12081
S1_BASE,CAN,2029,40869408.3448,北米,58207.2076,0.2329,0.8235,0.64243,83.7439,1.04364,22.9188,0.0121,7616.83402,1,1,2,1.33768,0.78064,1.12418,2.82044,0.03934
S1_BASE,CAN,2030,41057216.3544,北米,58524.9994,0.18398,1.008,0.82427,83.9477,1.072,22.9225,0.0115,7544.08183,1,1,2,1.35106,0.77674,1.10731,2.82044,0.03973
S1_BASE,CAN,2031,41245887.4019,北米,58952.6503,0.36426,1.1936,1.00837,84.1465,1.0455,22.926,0.011,7472.02496,1,1,2,1.36457,0.77286,1.09071,2.82044,0.04013
S1_BASE,CAN,2032,41435425.4532,北米,59492.3541,0.54676,1.3792,1.1936,84.3404,1.0198,22.9293,0.0105,7400.65769,1,1,2,1.37821,0.76899,1.07435,2.82044,0.04053
S1_BASE,CAN,2033,41625834.4925,北米,60146.2855,0.7304,1.5638,1.37887,84.5295,0.9946,22.9325,0.01,7329.96957,1,1,2,1.392,0.76515,1.05823,2.82044,0.04094
S1_BASE,CAN,2034,41817118.5223,北米,60916.6012,0.91408,1.7462,1.56307,84.7139,0.97,22.9356,0.0096,7259.95742,1,1,2,1.40592,0.76132,1.04236,2.82044,0.04135
S1_BASE,CAN,2035,42009281.5634,北米,61805.4346,1.09672,1.9253,1.7451,84.8938,0.9461,22.9385,0.0092,7190.61571,1,1,2,1.41997,0.75751,1.02672,2.82044,0.04176
S1_BASE,CAN,2036,42202327.6552,北米,62704.0762,1.24148,1.9202,1.8639,85.0692,0.9227,22.9412,0.0087,7014.56807,1,1,2,1.43417,0.75373,1.01132,2.82044,0.04218
S1_BASE,CAN,2037,42396260.8556,北米,63612.6405,1.3483,1.9152,1.92023,85.2403,0.8999,22.9439,0.0083,6842.83222,1,1,2,1.44852,0.74996,0.99615,2.82044,0.0426
S1_BASE,CAN,2038,42591085.241,北米,64531.2434,1.41735,1.9102,1.9152,85.4072,0.8777,22.9464,0.0079,6675.30067,1,1,2,1.463,0.74621,0.98121,2.82044,0.04303
S1_BASE,CAN,2039,42786804.9069,北米,65460.0027,1.44907,1.9054,1.91027,85.5699,0.856,22.9489,0.0077,6511.86974,1,1,2,1.47763,0.74248,0.96649,2.82044,0.04346
S1_BASE,CAN,2040,42983423.9672,北米,66399.0378,1.44415,1.9006,1.9054,85.7287,0.8349,22.9512,0.0073,6352.44182,1,1,2,1.49241,0.73876,0.95199,2.82044,0.04389
S1_BASE,CAN,2041,43180946.5551,北米,67348.4697,1.43933,1.896,1.90067,85.8835,0.8143,22.9534,0.007,6196.91603,1,1,2,1.50733,0.73507,0.93771,2.82044,0.04433
S1_BASE,CAN,2042,43379376.8224,北米,68308.421,1.43461,1.8914,1.896,86.0345,0.7942,22.9555,0.0066,6045.19749,1,1,2,1.5224,0.7314,0.92365,2.82044,0.04477
S1_BASE,CAN,2043,43578718.9404,北米,69279.0162,1.42998,1.887,1.89147,86.1818,0.7746,22.9575,0.0063,5897.19492,1,1,2,1.53763,0.72774,0.90979,2.82044,0.04522
S1_BASE,CAN,2044,43778977.0991,北米,70260.3814,1.42544,1.8826,1.887,86.3254,0.7555,22.9594,0.006,5752.81372,1,1,2,1.55301,0.7241,0.89615,2.82044,0.04567
S1_BASE,CAN,2045,43980155.5082,北米,71252.6445,1.42099,1.8783,1.88263,86.4655,0.7368,22.9612,0.0057,5611.9697,1,1,2,1.56854,0.72048,0.8827,2.82044,0.04613
S1_BASE,CAN,2046,44182258.3964,北米,72255.9351,1.41663,1.8741,1.87833,86.6021,0.7186,22.963,0.0055,5474.57302,1,1,2,1.58422,0.71688,0.86946,2.82044,0.04659
S1_BASE,CAN,2047,44385290.0121,北米,73270.3846,1.41235,1.87,1.87413,86.7354,0.7009,22.9647,0.0053,5340.53962,1,1,2,1.60006,0.71329,0.85642,2.82044,0.04706
S1_BASE,CAN,2048,44589254.6231,北米,74296.1261,1.40816,1.8659,1.87,86.8653,0.6835,22.9663,0.0051,5209.78881,1,1,2,1.61606,0.70973,0.84357,2.82044,0.04753
S1_BASE,CAN,2049,44794156.5166,北米,75333.2945,1.40405,1.8619,1.86593,86.9921,0.6667,22.9678,0.0048,5082.23879,1,1,2,1.63222,0.70618,0.83092,2.82044,0.048
S1_BASE,CAN,2050,45000000.0,北米,76382.0266,1.40002,1.8581,1.86197,87.1157,0.6502,22.9692,0.0045,4957.81111,1,1,2,1.64855,0.70265,0.81846,2.82044,0.04848
S1_BASE,CHL,2026,19885134.2966,中南米,31346.0658,1.49349,1.6928,2.31906,89.4071,0.94105,24.0379,-0.35963,676.20363,3,1,0,1.29834,0.79247,1.17632,2.82044,0.16002
S1_BASE,CHL,2027,19910381.6081,中南米,31872.0446,1.51723,1.8071,1.98638,89.6181,0.97856,23.991,0.3337,671.97105,3,1,0,1.31132,0.78851,1.15868,2.82044,0.18376
S1_BASE,CHL,2028,19935660.9749,中南米,32442.5652,1.85057,1.9193,1.8064,89.812,0.99614,23.9463,-0.14067,667.76316,3,1,0,1.32444,0.78457,1.1413,2.82044,0.12081
S1_BASE,CHL,2029,19960972.4379,中南米,33058.7563,1.7798,2.0287,1.91837,89.9901,0.99501,23.9035,-0.1344,663.5799,3,1,0,1.33768,0.78064,1.12418,2.82044,0.03934
S1_BASE,CHL,2030,19986316.0378,中南米,33721.6588,1.78715,2.1347,2.02757,90.1537,0.97642,23.8627,-0.1283,659.42618,3,1,0,1.35106,0.77674,1.10731,2.82044,0.03973
S1_BASE,CHL,2031,20011691.8154,中南米,34432.2146,1.89582,2.2368,2.1334,90.304,0.8969,23.8238,-0.1225,655.29692,3,1,0,1.36457,0.77286,1.09071,2.82044,0.04013
S1_BASE,CHL,2032,20037099.8116,中南米,35191.2546,2.00113,2.3342,2.23523,90.4421,0.824,23.7866,-0.1169,651.19204,3,1,0,1.37821,0.76899,1.07435,2.82044,0.04053
S1_BASE,CHL,2033,20062540.0672,中南米,35999.4852,2.10246,2.4266,2.33253,90.5689,0.7569,23.751,-0.1117,647.11646,3,1,0,1.392,0.76515,1.05823,2.82044,0.04094
S1_BASE,CHL,2034,20088012.6232,中南米,36857.4751,2.19927,2.5133,2.4247,90.6854,0.6953,23.7171,-0.1067,643.06511,3,1,0,1.40592,0.76132,1.04236,2.82044,0.04135
S1_BASE,CHL,2035,20113517.5206,中南米,37765.6408,2.29104,2.5941,2.51133,90.7924,0.6387,23.6847,-0.1019,639.0379,3,1,0,1.41997,0.75751,1.02672,2.82044,0.04176
S1_BASE,CHL,2036,20139054.8005,中南米,38686.8082,2.35748,2.5692,2.55887,90.8907,0.5867,23.6538,-0.0972,625.46133,3,1,0,1.43417,0.75373,1.01132,2.82044,0.04218
S1_BASE,CHL,2037,20164624.5041,中南米,39621.0278,2.39959,2.5449,2.5694,90.981,0.5389,23.6243,-0.0928,612.17604,3,1,0,1.44852,0.74996,0.99615,2.82044,0.0426
S1_BASE,CHL,2038,20190226.6724,中南米,40568.3514,2.41845,2.521,2.54503,91.064,0.4951,23.5961,-0.0886,599.17108,3,1,0,1.463,0.74621,0.98121,2.82044,0.04303
S1_BASE,CHL,2039,20215861.3466,中南米,41528.8324,2.4153,2.4975,2.52113,91.1402,0.4548,23.5692,-0.0846,586.44545,3,1,0,1.47763,0.74248,0.96649,2.82044,0.04346
S1_BASE,CHL,2040,20241528.5682,中南米,42502.5257,2.39142,2.4746,2.4977,91.2102,0.4178,23.5435,-0.0808,573.98827,3,1,0,1.49241,0.73876,0.95199,2.82044,0.04389
S1_BASE,CHL,2041,20267228.3783,中南米,43489.4879,2.36801,2.452,2.4747,91.2745,0.3838,23.5189,-0.0772,561.79364,3,1,0,1.50733,0.73507,0.93771,2.82044,0.04433
S1_BASE,CHL,2042,20292960.8184,中南米,44489.7774,2.34506,2.43,2.4522,91.3335,0.3525,23.4955,-0.0737,549.86062,3,1,0,1.5224,0.7314,0.92365,2.82044,0.04477
S1_BASE,CHL,2043,20318725.9298,中南米,45503.454,2.32256,2.4083,2.4301,91.3878,0.3238,23.4731,-0.0704,538.17843,3,1,0,1.53763,0.72774,0.90979,2.82044,0.04522
S1_BASE,CHL,2044,20344523.7542,中南米,46530.5798,2.3005,2.3871,2.40847,91.4376,0.2974,23.4518,-0.0671,526.74617,3,1,0,1.55301,0.7241,0.89615,2.82044,0.04567
S1_BASE,CHL,2045,20370354.3329,中南米,47571.2186,2.27887,2.3663,2.38723,91.4834,0.2732,23.4314,-0.0641,515.55804,3,1,0,1.56854,0.72048,0.8827,2.82044,0.04613
S1_BASE,CHL,2046,20396217.7076,中南米,48625.4363,2.25766,2.3459,2.36643,91.5254,0.2509,23.4119,-0.0612,504.60336,3,1,0,1.58422,0.71688,0.86946,2.82044,0.04659
S1_BASE,CHL,2047,20422113.92,中南米,49693.3007,2.23686,2.3259,2.34603,91.5641,0.2306,23.3933,-0.0585,493.88619,3,1,0,1.60006,0.71329,0.85642,2.82044,0.04706
S1_BASE,CHL,2048,20448043.0116,中南米,50774.8817,2.21648,2.3062,2.326,91.5996,0.2118,23.3755,-0.0559,483.39589,3,1,0,1.61606,0.70973,0.84357,2.82044,0.04753
S1_BASE,CHL,2049,20474005.0244,中南米,51870.2516,2.19649,2.287,2.30637,91.6322,0.1946,23.3586,-0.0533,473.12678,3,1,0,1.63222,0.70618,0.83092,2.82044,0.048
S1_BASE,CHL,2050,20500000.0,中南米,52979.4847,2.17689,2.2682,2.28713,91.6621,0.1787,23.3424,-0.0509,463.07805,3,1,0,1.64855,0.70265,0.81846,2.82044,0.04848
S1_BASE,CHN,2026,1409495966.4584,中国,26316.6553,4.77384,4.4979,4.80538,67.5631,2.84202,39.1102,-1.34423,18527.04692,1,2,1,1.29834,0.79247,1.17632,2.82044,0.16002
S1_BASE,CHN,2027,1402926601.7208,中国,27556.058,5.0893,4.2215,4.55978,68.7034,3.48576,38.5989,-1.05303,18520.73292,1,2,1,1.31132,0.78851,1.15868,2.82044,0.18376
S1_BASE,CHN,2028,1396387855.4128,中国,28773.6995,4.86795,3.9321,4.21717,69.7692,4.23906,38.1163,-1.53563,18514.42112,1,2,1,1.32444,0.78457,1.1413,2.82044,0.12081
S1_BASE,CHN,2029,1389879584.8283,中国,29958.1895,4.67344,3.6313,3.9283,70.7653,4.8706,37.6607,-1.4495,18508.11141,1,2,1,1.33768,0.78064,1.12418,2.82044,0.03934
S1_BASE,CHN,2030,1383401647.9265,中国,31098.0202,4.40655,3.3209,3.6281,71.6962,5.35321,37.2308,-1.3681,18501.8039,1,2,1,1.35106,0.77674,1.10731,2.82044,0.03973
S1_BASE,CHN,2031,1376953903.3283,中国,32181.8294,4.10606,3.0028,3.31833,72.5662,5.0031,36.8249,-1.2914,18495.49846,1,2,1,1.36457,0.77286,1.09071,2.82044,0.04013
S1_BASE,CHN,2032,1370536210.3138,中国,33198.676,3.79603,2.6789,3.00087,73.3794,4.676,36.4419,-1.2188,18489.19526,1,2,1,1.37821,0.76899,1.07435,2.82044,0.04053
S1_BASE,CHN,2033,1364148428.8189,中国,34138.3154,3.4783,2.3511,2.6776,74.1393,4.3701,36.0803,-1.1505,18482.89414,1,2,1,1.392,0.76515,1.05823,2.82044,0.04094
S1_BASE,CHN,2034,1357790419.4323,中国,34991.465,3.15477,2.0214,2.35047,74.8496,4.0843,35.7391,-1.0858,18476.59524,1,2,1,1.40592,0.76132,1.04236,2.82044,0.04135
