iso3,region,sub_region,year,population,urban_pct,urban_pop_mn,gdp_pc_ppp_const2021,gdp_ppp_bn,gdp_growth_pct,gfcf_pct_gdp,coal_prod_twh,population_imputed,urban_pct_imputed,gdp_pc_ppp_const2021_imputed,gdp_growth_pct_imputed,gfcf_pct_gdp_imputed,coal_prod_twh_imputed,copper_usd_t_real2010,ironore_usd_dmtu_real2010,coal_aus_usd_t_real2010,gold_usd_oz_real2010
ARE,中近東,中近東,2025,11426112.514960643,85.9617641324017,9.822087889613298,69701.785835525,796.4204474503988,3.99181200361831,28.9130021992025,0.0,1,0,1,1,1,1,8568,86.3,93.4,2964
ARG,中南米,中南米,1995,35070016.0,88.1853677511823,30.926622579998472,20819.4999479903,730.1401962880191,-2.84520961057079,17.9377461107015,2.004,0,0,0,0,0,0,3194,30.9,42.8,418
ARG,中南米,中南米,1996,35513795.0,88.3954731355194,31.39258711862843,21695.5949515372,770.4929115119271,5.52668982715234,18.0821812623381,2.037,0,0,0,0,0,0,2545,33.3,42.2,430
ARG,中南米,中南米,1997,35947790.0,88.5972452835983,31.84875168033282,23172.1583398342,832.9878818471085,8.1110467707457,19.37012354068,1.649,0,0,0,0,0,0,2650,35.1,40.8,385
ARG,中南米,中南米,1998,36372862.0,88.793030675725,32.29656651329912,23783.1017185449,865.0594767405966,3.85017885156228,19.9349616865126,1.905,0,0,0,0,0,0,2013,37.7,35.6,358
ARG,中南米,中南米,1999,36794687.0,88.9851757922053,32.74181690914171,22714.5111302701,835.7733273963046,-3.38545704063269,18.0140244001369,2.207,0,0,0,0,0,0,1952,34.2,32.1,346
ARG,中南米,中南米,2000,37213986.0,89.1760271133454,33.18595424531656,22281.3814299958,829.1790165965236,-0.78899893905691,16.192649393261,1.702,0,0,0,0,0,0,2279,36.2,33.0,351
ARG,中南米,中南米,2001,37624817.0,89.3682951289372,33.62465749828254,21066.4581290433,792.6216319434167,-4.40883968258557,14.1791183183273,1.222,0,0,0,0,0,0,2061,39.2,42.2,354
ARG,中南米,中南米,2002,38029345.0,89.5616701920513,34.05971654509735,18571.7020471274,706.2696643874142,-10.8944848285903,11.9606480900889,0.302,0,0,0,0,0,0,2061,38.7,33.4,410
ARG,中南米,中南米,2003,38424283.0,89.752468256564,34.48674240238732,20005.1385113465,768.6831036141766,8.83704079576924,15.1375075649857,0.585,0,0,0,0,0,0,2235,40.1,32.8,457
ARG,中南米,中南米,2004,38815915.0,89.9397208794212,34.91092560779338,21591.449396517,838.0918645020051,9.02957330068152,15.8937872782322,0.335,0,0,0,0,0,0,3370,44.6,62.3,481
ARG,中南米,中南米,2005,39216786.0,90.1233737736072,35.343490628775655,23262.4075792816,912.2768598814646,8.85165992013437,17.3511468951153,0.164,0,0,0,0,0,0,4195,74.1,54.3,507
ARG,中南米,中南米,2006,39622113.0,90.3033726521064,35.7801043550287,24877.2493922296,985.6891865481025,8.04715150043027,18.3311867225446,0.926,0,0,0,0,0,0,7475,77.1,54.6,672
ARG,中南米,中南米,2007,40016767.0,90.4796632279031,36.207036016294666,26850.6645932771,1074.4767888243196,9.00765087504757,19.5160791570053,0.723,0,0,0,0,0,0,7459,128.9,68.9,730
ARG,中南米,中南米,2008,40424151.0,90.6521912139817,36.64537866114869,27658.4853446831,1118.0707880047567,4.05723310346406,19.0101609779701,1.058,0,0,0,0,0,0,6764,151.7,123.6,848
ARG,中南米,中南米,2009,40854832.0,90.8209023233265,37.10472706507914,25747.1976809995,1051.8974357280242,-5.91852507634947,15.581752639827,0.539,0,0,0,0,0,0,5339,82.9,74.5,1009
ARG,中南米,中南米,2010,41288694.0,90.9930051940977,37.56982347599511,28056.2570212342,1158.4062109350903,10.1253981561002,16.6414661565525,0.427,0,0,0,0,0,0,7535,145.9,99.0,1225
ARG,中南米,中南米,2011,41730655.0,91.1072286738406,38.0196432779415,29425.7593876084,1227.9562131172975,6.00395169280579,17.2482847013515,0.591,0,0,0,0,0,0,7950,151.1,109.4,1413
ARG,中南米,中南米,2012,42161718.0,91.2041217246797,38.45322460593619,28825.9666865361,1215.3522785151295,-1.0264204544321,15.8575254186347,0.624,0,0,0,0,0,0,7223,116.6,87.4,1515
ARG,中南米,中南米,2013,42582453.0,91.3014507719473,38.8783973632826,29227.6601818437,1244.585465993331,2.40532378079436,16.2895111851898,0.545,0,0,0,0,0,0,6681,123.3,77.0,1286
ARG,中南米,中南米,2014,43024071.0,91.3975345472954,39.322940155877895,28200.8152571318,1213.3138778807217,-2.51261532081394,15.9799540764527,0.374,0,0,0,0,0,0,6340,89.6,64.8,1169
ARG,中南米,中南米,2015,43477011.0,91.4923019108628,39.778118165939034,28669.2061336796,1246.4513904352555,2.73115982828944,15.5647450770354,0.223,0,0,0,0,0,0,5630,57.1,60.2,1186
ARG,中南米,中南米,2016,43900312.0,91.5856817228217,40.2064000236457,27802.1057201498,1220.521115371561,-2.08032784377811,14.2723627542237,0.166,0,0,0,0,0,0,5177,62.1,70.3,1328
ARG,中南米,中南米,2017,44288898.0,91.6776028433824,40.60300001215073,28334.904184742,1254.9216812778118,2.81850297775918,15.1621987548244,0.166,0,0,0,0,0,1,6342,73.8,91.0,1293
ARG,中南米,中南米,2018,44654876.0,91.7679941327998,40.978883987689024,27367.115094108,1222.0751310051212,-2.61739646282038,15.2510495001607,0.166,0,0,0,0,0,1,6411,68.5,105.1,1246
ARG,中南米,中南米,2019,44973469.0,91.8567844513802,41.31118247963829,26629.5529419501,1197.6233737186517,-2.00086100285785,14.1990461422681,0.166,0,0,0,0,0,1,6042,94.3,78.3,1400
ARG,中南米,中南米,2020,45191960.0,91.9439026594897,41.55125171231552,23877.0931404855,1079.052638121095,-9.9004848136464,14.282505371897,0.166,0,0,0,0,0,1,6306,111.3,62.1,1808
ARG,中南米,中南米,2021,45312282.0,92.0292776175651,41.70056579663398,26300.274261175,1191.7254439997034,10.4418119882506,17.2906325754362,0.166,0,0,0,0,0,1,8516,147.8,126.2,1645
ARG,中南米,中南米,2022,45407904.0,92.112838186126,41.82650913523143,27825.0273492567,1263.4761706724225,6.02074537534855,17.6177901931028,0.166,0,0,0,0,0,1,7512,103.3,293.7,1533
ARG,中南米,中南米,2023,45538402.0,92.1945132257907,41.98390805470373,27230.3968496682,1240.0287583597242,-1.85578803046339,18.4930289934213,0.166,0,0,0,0,0,1,7441,105.7,151.4,1703
ARG,中南米,中南米,2024,45696153.0,92.2742315972952,42.16577405027436,26771.9657650571,1223.3758437108113,-1.34293072157739,15.9035666572482,0.166,0,0,0,0,0,1,7943,95.0,118.3,2074
ARG,中南米,中南米,2025,45851379.0,92.3519221615173,42.34462984406229,27846.5984597239,1276.8049398376168,4.36733330217022,16.0000347499037,0.166,0,0,0,0,0,1,8568,86.3,93.4,2964
AUS,オセアニア,オセアニア,1995,18095340.0,85.2868710503009,15.43294929191352,38653.3366778657,699.4452693204503,3.89017188961647,25.0572393420043,1591.818,0,0,0,0,0,0,3194,30.9,42.8,418
AUS,オセアニア,オセアニア,1996,18305305.0,85.2405932056372,15.603550570101167,39663.1617728168,726.0462735157522,3.86567479160071,24.1113881616574,1640.682,0,0,0,0,0,0,2545,33.3,42.2,430
AUS,オセアニア,オセアニア,1997,18504911.0,85.1953612480762,15.765325775084989,40773.5660516518,754.5112109384379,3.91795814771731,24.0009111568284,1789.114,0,0,0,0,0,0,2650,35.1,40.8,385
AUS,オセアニア,オセアニア,1998,18701710.0,85.1552971935996,15.925496730785135,42257.1718122395,790.2813726526776,4.67681373479508,25.1156707378023,1832.102,0,0,0,0,0,0,2013,37.7,35.6,358
AUS,オセアニア,オセアニア,1999,18909980.0,85.1245230581889,16.09703028539891,43899.073794405,830.1306074707227,5.02822035850596,25.3296988202281,1931.918,0,0,0,0,0,0,1952,34.2,32.1,346
AUS,オセアニア,オセアニア,2000,19132472.0,85.1071608578257,16.28310372111846,45099.0752097084,862.85679367564,3.9160574881715,25.8919654195344,1996.82,0,0,0,0,0,0,2279,36.2,33.0,351
AUS,オセアニア,オセアニア,2001,19365438.0,85.1481094164726,16.489304337219163,45428.2000837579,879.7369921736085,2.03145880248898,23.1582021660242,2157.921,0,0,0,0,0,0,2061,39.2,42.2,354
AUS,オセアニア,オセアニア,2002,19595356.0,85.2842102783464,16.71174461583057,46688.3947760633,914.8757167055007,3.94980535772942,24.2554623623273,2224.046,0,0,0,0,0,0,2061,38.7,33.4,410
AUS,オセアニア,オセアニア,2003,19819449.0,85.4097077818668,16.92773347487612,47581.2285345879,943.0337322986096,3.0912800997751,26.007030943111,2299.048,0,0,0,0,0,0,2235,40.1,32.8,457
AUS,オセアニア,オセアニア,2004,20046679.0,85.518767609412,17.143672827414797,49061.2761503925,983.5156543172742,4.21894147547516,26.5880659201753,2388.831,0,0,0,0,0,0,3370,44.6,62.3,481
AUS,オセアニア,オセアニア,2005,20294490.0,85.6190871221958,17.37595707410531,49997.0664953941,1014.6649660201106,3.15548121323168,26.9676243082002,2501.289,0,0,0,0,0,0,4195,74.1,54.3,507
AUS,オセアニア,オセアニア,2006,20590566.0,85.7492544263523,17.65625682716599,50693.7248649798,1043.8124876182076,2.7709261737475,27.7412866557676,2556.841,0,0,0,0,0,0,7475,77.1,54.6,672
AUS,オセアニア,オセアニア,2007,20954545.0,85.8968519574969,17.999294497017072,51663.2403953881,1082.5796957109778,3.78947119882653,27.3471755803552,2640.855,0,0,0,0,0,0,7459,128.9,68.9,730
AUS,オセアニア,オセアニア,2008,21370595.0,86.0253816967666,18.384135919620118,52473.3819160773,1121.387393208812,3.62398503565633,28.1494081563949,2720.621,0,0,0,0,0,0,6764,151.7,123.6,848
AUS,オセアニア,オセアニア,2009,21783014.0,86.1278139101818,18.76123376194885,52407.9115378584,1141.602270739931,1.95484826298522,27.5129887832226,2822.834,0,0,0,0,0,0,5339,82.9,74.5,1009
AUS,オセアニア,オセアニア,2010,22141583.0,86.2198600512143,19.090441875723457,52739.2681556133,1167.7308832267688,2.21004795300735,26.9461352407809,2914.79,0,0,0,0,0,0,7535,145.9,99.0,1225
AUS,オセアニア,オセアニア,2011,22479779.0,86.3268946146423,19.406095126934492,53257.0473237603,1197.206654030673,2.39473494330615,25.9432868336906,2850.813,0,0,0,0,0,0,7950,151.1,109.4,1413
AUS,オセアニア,オセアニア,2012,22852648.0,86.4451259136625,19.75500033820607,54403.8836902433,1243.2728038060714,3.95247138119184,27.3175908517662,3091.909,0,0,0,0,0,0,7223,116.6,87.4,1515
